OBJECTID,X,Y,Z
436,-181386,-2324333,997.1616762
437,-181046,-2324179,1000.160957
438,-181031,-2323776,994.0332127
439,-181005,-2323440,985.789288
440,-180945,-2322567,980.880684
441,-180966,-2322835,979.089099
442,-180940,-2322703,980.0266723
443,-180940,-2322185,983.9204773
444,-181074,-2322017,985.2548713
445,-180952,-2322026,985.2429968
446,-181120,-2322081,984.7344305
447,-181104,-2323455,983.6790169
448,-181089,-2323681,990.3853425
449,-181160,-2323856,993.2853012
450,-181430,-2324060,993.7767392
451,-181748,-2324260,992.5425081
452,-181787,-2324234,991.765148
453,-181896,-2324383,989.807539
454,-181652,-2324087,991.4778467
455,-181672,-2323816,985.6382983
456,-181998,-2323903,983.160618
457,-183642,-2322986,974.1226964
458,-183651,-2323300,972.2740482
459,-183589,-2323350,972.6837606
460,-183572,-2323756,971.6948602
461,-183874,-2323642,971.3730671
462,-183829,-2323691,971.6684341
463,-183834,-2323556,970.6177873
464,-183954,-2323411,971.489873
465,-184255,-2323702,974.3274413
466,-184375,-2323468,973.9601283
467,-184333,-2323449,973.8401823
468,-184216,-2323323,973.8194245
469,-184135,-2323329,974.0289913
470,-183570,-2323621,970.1945613
471,-183402,-2324085,975.7231295
472,-183466,-2324170,977.6480109
473,-183431,-2324353,981.1159788
474,-181489,-2323560,979.9139437
475,-181423,-2323655,983.6691087
476,-181355,-2323840,989.8462042
477,-183246,-2323242,974.6722323
478,-183312,-2323462,969.6589799
479,-183379,-2323591,970.777546
480,-183415,-2323836,971.8147679
481,-183130,-2323544,966.452854
482,-183250,-2323512,966.3451274
483,-183080,-2323525,969.0708411
484,-182636,-2324123,975.1652727
485,-182313,-2323855,977.1519276
486,-182167,-2324182,984.7124996
487,-182414,-2324523,983.4299479
488,-182262,-2324557,985.6602711
489,-182608,-2324485,982.2521356
490,-182536,-2324513,982.8042299
491,-182140,-2324567,986.8693824
492,-182917,-2321872,982.0968268
493,-182827,-2321970,982.0023847
494,-182695,-2321957,981.0070807
495,-182547,-2321947,980.25841
496,-182427,-2321979,980.3629541
497,-182058,-2321962,981.0262322
498,-181928,-2321973,981.3243364
499,-181758,-2321986,981.8953053
500,-181615,-2322042,982.8326096
501,-181867,-2322135,980.0381677
502,-181762,-2322143,980.4922469
503,-181664,-2322151,981.0683449
504,-181528,-2322184,982.1176822
505,-182734,-2322044,981.2403338
506,-182693,-2322138,980.4904529
507,-182689,-2322296,978.3257874
508,-182517,-2322287,977.0534935
509,-182493,-2322086,979.80117
510,-182320,-2322077,980.1152599
511,-182618,-2322121,979.9124416
512,-182422,-2322226,978.3829737
513,-184478,-2323122,977.0525799
514,-184441,-2323372,974.2524496
515,-184389,-2323534,974.02072
516,-184406,-2323645,975.3181849
517,-184440,-2323665,975.894758
518,-184545,-2323657,976.555825
519,-184553,-2323341,975.6184172
520,-184511,-2323119,977.3609527
521,-184226,-2322827,978.1808318
522,-184163,-2322854,977.8347121
523,-184386,-2323084,976.9948204
524,-184254,-2323072,976.1310936
525,-184164,-2323079,975.1907821
526,-183984,-2323071,975.057904
527,-183914,-2323122,974.9208991
528,-183839,-2323195,973.6854564
529,-183754,-2323269,972.4532222
530,-183676,-2323411,970.1293383
531,-183526,-2323580,969.3154929
532,-183324,-2323618,970.2045628
533,-183053,-2323595,968.2435712
534,-182825,-2323613,967.5333503
535,-182537,-2323478,967.1109951
536,-182288,-2323430,968.1219737
537,-183982,-2322734,978.0979552
538,-184033,-2322550,982.6525277
539,-184104,-2322319,985.0817604
540,-184195,-2322334,985.0374309
541,-184290,-2322597,982.2611353
542,-184317,-2322527,984.4719368
543,-184370,-2322680,981.8100136
544,-184402,-2322880,979.9809961
545,-182305,-2322821,970.7173847
546,-182291,-2322957,970.3803667
547,-182172,-2323101,968.0906568
548,-182130,-2323195,967.9390503
549,-182058,-2323313,968.8679323
550,-182047,-2323381,969.3704846
551,-182028,-2323135,968.2696737
552,-183872,-2322787,976.4275436
553,-183761,-2322841,976.2872481
554,-183433,-2322822,976.6527832
555,-183497,-2323110,975.0647969
556,-183597,-2323034,973.1536709
557,-183386,-2323051,972.5042956
558,-183251,-2323106,972.5033562
559,-183091,-2323254,973.0365444
560,-182498,-2322783,970.3350499
561,-182460,-2322606,972.4921606
562,-182388,-2322522,973.0502272
563,-182304,-2322596,972.0924297
564,-182242,-2322646,971.6443598
565,-182161,-2322652,971.3775879
566,-182127,-2322632,971.2856477
567,-182086,-2322635,971.2303705
568,-182057,-2322885,969.4726428
569,-182018,-2322911,969.6107515
570,-181984,-2322891,969.5608619
571,-181961,-2322803,969.8062354
572,-182012,-2323879,982.3526087
573,-181949,-2323704,978.5995411
574,-181918,-2323616,976.5837108
575,-181881,-2323349,970.5692453
576,-181751,-2323674,980.4132059
577,-181686,-2323679,981.6303296
578,-181575,-2323621,980.7401541
579,-181475,-2323381,975.0134889
580,-181363,-2322895,971.9745591
581,-181298,-2322787,973.8903238
582,-181257,-2322790,974.3995004
583,-181315,-2323641,984.8162746
584,-181248,-2323624,985.5181125
585,-181194,-2323448,981.4360253
586,-181125,-2323296,979.3002528
587,-181203,-2323245,976.478777
588,-181245,-2323264,975.901289
589,-181335,-2323369,976.6330155
590,-184222,-2324223,981.72782
591,-184413,-2324252,982.6273999
592,-184433,-2324093,981.2467932
593,-184501,-2324133,982.0195646
594,-184588,-2324193,983.0059374
595,-184499,-2324201,982.5085211
596,-184314,-2324035,980.0705482
597,-184706,-2323621,976.9655435
598,-184677,-2323669,977.5615361
599,-184580,-2323676,976.6849924
600,-184424,-2323666,975.5938415
601,-184375,-2323670,975.0805267
602,-184320,-2323697,974.8654391
603,-184264,-2323927,978.0950224
604,-184147,-2323891,976.1918876
605,-184117,-2323826,974.7988799
606,-184088,-2323761,973.4995517
607,-184321,-2323202,975.4329663
608,-184265,-2323116,976.4046565
609,-184160,-2323125,974.9902147
610,-184068,-2323199,973.8079733
611,-183958,-2323253,973.9864883
612,-183896,-2323303,972.7253064
613,-184047,-2323764,973.343576
614,-183974,-2323770,973.4573374
615,-183917,-2323774,973.110167
616,-183768,-2323853,973.2716081
617,-183695,-2323859,973.0708235
618,-183609,-2323911,973.8971153
619,-183499,-2323965,974.0043844
620,-182935,-2323041,971.2474891
621,-182917,-2323020,971.5012298
622,-182847,-2322958,972.5460158
623,-182837,-2322824,972.78852
624,-182877,-2322821,972.9706871
625,-182916,-2322998,971.7235261
626,-182946,-2323176,972.5438733
627,-182909,-2323223,971.9984471
628,-182803,-2323232,972.0020221
629,-182926,-2323965,970.6396735
630,-183074,-2323863,970.4686101
631,-183171,-2323855,971.3599461
632,-183208,-2323808,970.9986583
633,-183172,-2323968,972.9554957
634,-183167,-2324013,973.8412217
635,-183165,-2324081,975.2026881
636,-183170,-2324148,976.5349767
637,-183195,-2324259,978.7934459
638,-183268,-2324253,978.636536
639,-183112,-2322375,980.0183041
640,-183203,-2322390,980.4127968
641,-183239,-2322432,980.9968619
642,-183334,-2322290,980.6750555
643,-183414,-2322058,983.44344
644,-183516,-2322005,983.8003564
645,-183563,-2322092,984.167723
646,-183586,-2322270,983.3531601
647,-183613,-2322313,982.7030344
648,-183649,-2322355,983.0518984
649,-183682,-2322352,983.4901515
650,-183794,-2322321,983.5283612
651,-183821,-2322454,981.3338433
652,-183819,-2322634,978.7683925
653,-183806,-2322680,978.1300201
654,-183791,-2322704,977.9798733
655,-183734,-2322911,975.202517
656,-183722,-2322957,974.9667635
657,-183694,-2323026,973.6593234
658,-183636,-2323009,973.5738167
659,-183560,-2322879,972.7631503
660,-183544,-2322881,973.0420164
661,-183508,-2322839,975.8638532
662,-183457,-2322820,977.3691968
663,-183402,-2322847,976.313002
664,-183361,-2322940,973.9154737
665,-183348,-2322986,973.7146214
666,-183331,-2323078,972.789527
667,-183290,-2323283,972.1109783
668,-183279,-2323352,972.9502512
669,-183181,-2323247,973.6566288
670,-183111,-2323095,971.7629499
671,-183078,-2322985,972.8800129
672,-183275,-2322677,977.4923394
673,-183351,-2322716,976.8311122
674,-183408,-2323432,971.7939105
675,-183454,-2323293,971.2818788
676,-183515,-2323243,972.7231307
677,-183484,-2323673,969.7532121
678,-183183,-2323697,969.6501291
679,-182899,-2323517,971.115883
680,-182826,-2324040,972.5068824
681,-182779,-2323751,968.1316321
682,-182734,-2323597,968.0673117
683,-182701,-2323487,968.1015504
684,-182689,-2323331,967.9211208
685,-182664,-2323220,969.0924867
686,-182620,-2323089,969.8367332
687,-182577,-2322957,970.7267143
688,-182566,-2322710,972.0464686
689,-182567,-2322620,972.6535455
690,-182581,-2322484,975.1575352
691,-182589,-2322371,976.2426467
692,-182372,-2323356,967.4552943
693,-182401,-2323421,967.7109581
694,-182418,-2323532,967.9856875
695,-182285,-2323182,968.7370574
696,-182132,-2322902,969.7850199
697,-181935,-2322782,969.9920804
698,-181803,-2323085,968.60321
699,-181879,-2322697,970.9384659
700,-181929,-2322603,971.8800043
701,-181903,-2322582,971.9530778
702,-181768,-2322638,971.6381566
703,-181703,-2322643,971.8528588
704,-181641,-2322580,973.6315382
705,-181626,-2322604,973.2198324
706,-181949,-2322444,974.953265
707,-182046,-2322324,976.9486539
708,-182134,-2322204,978.5555561
709,-182173,-2322179,979.0357932
710,-182627,-2322345,976.8611993
711,-181870,-2323530,975.0096236
